#id, rx, ry, rz, epsl1, epsl2, V, x, y, z, qw, qx, qy, qz, lx, ly, lz
6             0.000215248  0.000215248  0.000215248            1            1  4.17742e-11    0.0143451    0.0142391    0.0148538      0.47076    -0.509042    -0.642007     0.327242    0.0109177    0.0109466     0.010941
7             0.000288753  0.000288753  0.000288753            1            1  1.00848e-10     0.011781    0.0162205    0.0142406     -0.57685    0.0853212     0.432378     -0.68776    0.0109177    0.0109466     0.010941
8             0.000100114  0.000100114  0.000100114            1            1  4.20318e-12    0.0203199    0.0194391     0.012409     0.579283     0.138557    -0.145762    -0.789928    0.0109177    0.0109466     0.010941
9             0.000194859  0.000194859  0.000194859            1            1  3.09921e-11    0.0175284    0.0151008    0.0199703    -0.121706    -0.865066     0.359246    -0.328316    0.0109177    0.0109466     0.010941
10            0.000167201  0.000167201  0.000167201            1            1  1.95797e-11     0.016884    0.0100978    0.0186285    -0.388784    -0.398704     0.824056    -0.103991    0.0109177    0.0109466     0.010941
11            0.000157527  0.000157527  0.000157527            1            1  1.63739e-11    0.0128974    0.0126721    0.0188488     0.103425   -0.0872939    -0.924613     0.356052    0.0109177    0.0109466     0.010941
12            0.000174224  0.000174224  0.000174224            1            1   2.2152e-11    0.0160654    0.0126234    0.0202963    -0.868016   -0.0761992    -0.462636      0.16343    0.0109177    0.0109466     0.010941
13            0.000202544  0.000202544  0.000202544            1            1  3.48055e-11    0.0160228    0.0105994    0.0180974    0.0247966    0.0943748    -0.853071      0.51259    0.0109177    0.0109466     0.010941
14            0.000211648  0.000211648  0.000211648            1            1  3.97126e-11     0.018746   0.00973836    0.0182968      0.47285    -0.406959   0.00691248    -0.781505    0.0109177    0.0109466     0.010941
15            0.000240351  0.000240351  0.000240351            1            1  5.81604e-11   0.00978146    0.0202329    0.0191841    -0.277224     0.597854    -0.363226     0.658624    0.0109177    0.0109466     0.010941
16            0.000215635  0.000215635  0.000215635            1            1  4.19995e-11    0.0107635    0.0175106    0.0145257     0.274456     0.182384     0.944037   -0.0143078    0.0109177    0.0109466     0.010941
17            0.000279392  0.000279392  0.000279392            1            1  9.13545e-11    0.0178015    0.0163389    0.0188374     0.514121     0.165806     0.132293     0.831075    0.0109177    0.0109466     0.010941
18            0.000177458  0.000177458  0.000177458            1            1  2.34087e-11    0.0171645    0.0159779    0.0119306     0.921275    0.0285953     0.203211     0.330364    0.0109177    0.0109466     0.010941
19            0.000330831  0.000330831  0.000330831            1            1  1.51673e-10     0.019076     0.012573   0.00986029     0.358668     0.239102      -0.7206     0.543068    0.0109177    0.0109466     0.010941
20            0.000127388  0.000127388  0.000127388            1            1  8.65905e-12    0.0203314    0.0157416    0.0161154     0.213677    -0.840627    -0.449969     0.212642    0.0109177    0.0109466     0.010941
21            0.000275458  0.000275458  0.000275458            1            1  8.75497e-11    0.0158668    0.0104142    0.0193105    -0.245379      0.52105    -0.586107     -0.56989    0.0109177    0.0109466     0.010941
22            0.000215299  0.000215299  0.000215299            1            1  4.18035e-11    0.0139298   0.00974382    0.0170766     0.400033    0.0384104     0.894469    -0.196021    0.0109177    0.0109466     0.010941
23            0.000245651  0.000245651  0.000245651            1            1  6.20929e-11    0.0183275    0.0142854    0.0140557     0.710138    -0.250191     0.302137     0.584655    0.0109177    0.0109466     0.010941
24            0.000166069  0.000166069  0.000166069            1            1  1.91846e-11    0.0202714    0.0137212    0.0165485     0.282593   0.00384551     0.858244     0.428421    0.0109177    0.0109466     0.010941
25            0.000176329  0.000176329  0.000176329            1            1  2.29647e-11    0.0163997    0.0132106    0.0123834     0.613579    -0.515647     -0.28505     0.525715    0.0109177    0.0109466     0.010941
26            0.000310199  0.000310199  0.000310199            1            1  1.25028e-10    0.0117858     0.017495    0.0169676    -0.508452     0.127688    -0.588227     0.615761    0.0109177    0.0109466     0.010941
27            0.000404785  0.000404785  0.000404785            1            1  2.77818e-10     0.012017     0.019964    0.0167959      0.76927   -0.0204475    -0.571511     0.284923    0.0109177    0.0109466     0.010941
28            0.000196831  0.000196831  0.000196831            1            1  3.19425e-11    0.0102214    0.0136187     0.016108     0.502524     0.400092     0.755308     0.130023    0.0109177    0.0109466     0.010941
29            0.000281286  0.000281286  0.000281286            1            1  9.32252e-11    0.0201776    0.0201918    0.0150341     0.775214   -0.0207845    -0.402904     0.486087    0.0109177    0.0109466     0.010941
30             0.00033037   0.00033037   0.00033037            1            1   1.5104e-10    0.0188989    0.0116506      0.02014     0.355102     0.325787    -0.382332    -0.788408    0.0109177    0.0109466     0.010941
31            0.000335228  0.000335228  0.000335228            1            1  1.57802e-10    0.0154951    0.0170879    0.0115173   -0.0736875      0.72722    -0.325343     0.599894    0.0109177    0.0109466     0.010941
32             0.00015623   0.00015623   0.00015623            1            1  1.59729e-11    0.0203026    0.0133567    0.0119516    -0.173834    -0.294657     0.868677     0.358273    0.0109177    0.0109466     0.010941
33            0.000139055  0.000139055  0.000139055            1            1  1.12628e-11    0.0190658    0.0142216    0.0109795     0.989167   -0.0139359     0.115808    0.0891214    0.0109177    0.0109466     0.010941
34            0.000171303  0.000171303  0.000171303            1            1  2.10564e-11    0.0154137    0.0203012    0.0138153    -0.500092     0.790756     0.328068    -0.130321    0.0109177    0.0109466     0.010941
35            0.000330838  0.000330838  0.000330838            1            1  1.51682e-10   0.00988334    0.0200833    0.0126537     0.120364      -0.5065     0.168962     0.836912    0.0109177    0.0109466     0.010941
36            0.000158595  0.000158595  0.000158595            1            1  1.67093e-11    0.0140281    0.0136468    0.0125686    -0.749648    0.0926412    -0.229759     0.613724    0.0109177    0.0109466     0.010941
37            0.000215975  0.000215975  0.000215975            1            1  4.21985e-11    0.0175487    0.0117854    0.0131433      0.48326   -0.0321986    -0.524045    -0.700571    0.0109177    0.0109466     0.010941
38            0.000373669  0.000373669  0.000373669            1            1  2.18549e-10    0.0142562    0.0141685    0.0191818     0.710107      -0.5184    -0.278132    -0.386849    0.0109177    0.0109466     0.010941
39            0.000238844  0.000238844  0.000238844            1            1  5.70732e-11   0.00978088    0.0142643    0.0130686     0.809843      0.18791     0.534499     0.152165    0.0109177    0.0109466     0.010941
40            0.000281167  0.000281167  0.000281167            1            1  9.31071e-11    0.0193257    0.0197599    0.0113265    -0.528795    -0.179763       0.8166    -0.145689    0.0109177    0.0109466     0.010941
41            0.000197203  0.000197203  0.000197203            1            1  3.21239e-11    0.0107516     0.017439    0.0189284     0.659752    -0.376307     0.322765     0.564751    0.0109177    0.0109466     0.010941
42            0.000279734  0.000279734  0.000279734            1            1  9.16901e-11    0.0114354    0.0098539    0.0145305     0.582578     0.181565    -0.345523     0.712917    0.0109177    0.0109466     0.010941
43            0.000319234  0.000319234  0.000319234            1            1  1.36274e-10     0.018248    0.0119427    0.0172872    -0.402844     0.416218     0.239244    -0.779257    0.0109177    0.0109466     0.010941
44            0.000118288  0.000118288  0.000118288            1            1  6.93288e-12    0.0184728    0.0132127    0.0191811     0.877073   -0.0962273     0.174754     0.436973    0.0109177    0.0109466     0.010941
45            0.000296705  0.000296705  0.000296705            1            1  1.09412e-10    0.0187444    0.0196165    0.0133765    0.0683828     0.812153    -0.365273     0.449786    0.0109177    0.0109466     0.010941
46            0.000466583  0.000466583  0.000466583            1            1  4.25477e-10    0.0126634    0.0199307    0.0154714    -0.369665    -0.147652      0.85493    -0.332627    0.0109177    0.0109466     0.010941
47            0.000296178  0.000296178  0.000296178            1            1  1.08829e-10    0.0201615    0.0107213    0.0156394    -0.238528     0.235769     0.747773    -0.573021    0.0109177    0.0109466     0.010941
48            0.000190968  0.000190968  0.000190968            1            1  2.91722e-11    0.0147483    0.0138295    0.0192655     0.166229      0.84164    -0.484373     0.171446    0.0109177    0.0109466     0.010941
49            0.000307141  0.000307141  0.000307141            1            1  1.21368e-10    0.0107224    0.0123622    0.0195024    -0.419427   0.00817745     0.891938     0.168703    0.0109177    0.0109466     0.010941
50            0.000159462  0.000159462  0.000159462            1            1  1.69849e-11    0.0122073     0.014545    0.0173842     0.642671     0.144268    -0.112005     0.744054    0.0109177    0.0109466     0.010941
51            0.000220737  0.000220737  0.000220737            1            1  4.50518e-11    0.0197796    0.0165002    0.0107738     0.700174  -0.00434646     0.377684     0.605881    0.0109177    0.0109466     0.010941
52            0.000338959  0.000338959  0.000338959            1            1  1.63128e-10     0.012061    0.0168911     0.019108     0.454301     0.536746     0.434662     0.562658    0.0109177    0.0109466     0.010941
